,original,clase
714,"Decimos adiós a una leyenda de la batería.

Como decías, ""No quiero dejar de tocar. Temo dejarlo y hacerme viejo. Estoy seguro que siempre tocaremos una vez a la semana en Bognor Regis o donde sea"".
- ??ℎ?????????? ??????????-

Tu batería siempre seguirá marcando el ritmo. https://t.co/QizLpFjG41",cultura
715,"L'Innolab i la Incubadora TIC són dos dels serveis que posicionen el Parc Tecnològic i d'Innovació del #Tecnoparc de @reus_cat com un pol d'atracció d'empreses tecnològiques, pioneres i innovadores. 

Avui ho explico al @diaridtarragona: https://t.co/0mPmWlL13F",recerca i universitats
716,"Cataluña registra los peores datos de pobreza en diez años.

Esta es la realidad que el separatismo y la izquierda oculta.

Los delirios ideológicos y su agenda rupturista ha condenado a miles de familias.

¡Más política social y menos tertulianos! https://t.co/6N9YdxWrzs",economia i hisenda
717,"Ara mateix al Parlament denunciem la #LGTBIfobia que continua també a territoris com les Terres de l’Ebre, cal una Catalunya on tothom puga estimar com vulga arreu del país ??️‍?? https://t.co/Uczqw79VYt",igualtat i feminismes
718,"Avui és el #DiaMundialdelTeatre!??

El teatre és cultura i és vida. Ara, més que mai, potenciem-lo.

#PSC/❤️ https://t.co/h3Jzli9nRR",cultura
719,"En Andalucía y en Madrid… 

El PP pactando con la izquierda contra sus propios electores. 

Paguitas a los menas hasta los 25 años en Andalucía y Madrid Central en la capital de España. https://t.co/YIo4S89uhS https://t.co/J5s82ZKOaC",interior
720,"Una reflexión de fondo en @publico_es, con @alexisrmoran y @JDSato, sobre el enorme reto de construír un proyecto de país para la próxima década con la seña de identidad de servicios públicos de calidad, con trabajos dignos y una sociedad en igualdad. 

?? https://t.co/n0l3FzrwI0 https://t.co/ZgMRotDVq7",interior
721,"Hoy, junto a @EnriqueSantiago, me he reunido con el secretario general de @CCOO, @UnaiSordo, y la secretaria de Internacional CCOO, @CrisFaciaben.

CCOO es un aliado para alcanzar el empleo decente y la transformación del modelo productivo en España.

Gracias por vuestro trabajo. https://t.co/l7yO8pV7a4",empresa i treball
722,"Isaac Viciosa:“Me habría gustado que el récord lo batiera alguien con apellidos castellanos""

No son palabras desafortunadas, es racismo. 
Katir es un compatriota y vecino de Mula. Y mil veces más orgullosos de los éxitos de Katir que de los de un racista.
https://t.co/OO2DPl4t0H",igualtat i feminismes
723,"Hemos cumplido el 32,8% de los 1.463 compromisos adquiridos.
 
?? Previsión del 38,2% para el próximo semestre.
 
#LaEspañaQueHacemos_ ?? https://t.co/qytpG94CM7",autopromocio
724,"?? Gobernar por y para la gente.
?? Gobernar desde la izquierda.
?? Gobernar sin odio.
?? Gobernar con progresismo.
 
#EspañaSinOdio https://t.co/U0S8PA6k5A",interior
725,"A orillas de la gola de #Marchamalo, convertida en un cementerio de peces muertos hemos exigido la reactivación inmediata de la @asambleamurcia.

Los diputados de la Asamblea no pueden seguir de vacaciones mientras el Mar Menor se muere.

#SOSMarMenor

https://t.co/R7R50JIP0L",accio climatica alimentacio i agenda rural
726,"Europa, y Occidente en general, debe asumir que su forma de vida puede ser derrotada militar, demográfica y comercialmente, a no ser que empecemos a defenderla, en vez de a degradarla como hasta ahora con la imposición simultánea del relativismo y del multiculturalismo.",igualtat i feminismes
728,"Me quedo con esta frase: ""Lo que más me preocupa: que no salgamos de la crisis más desiguales aún de lo que hemos entrado.

SMI, reforma laboral, fiscalidad justa... Mucho trabajo hecho, mucho por avanzar

Se debe leer esta entrevista a @Yolanda_Diaz_ 

??https://t.co/ToT9HSxwwk https://t.co/Csq1dCfHGn",economia i hisenda
729,"Quieren ocultar la realidad con el comodín del género.

Pero la realidad de nuestros barrios es tozuda: tasas insoportables de delincuencia, violencia e immigracion ilegal.

Más policía, más expulsiones y menos majaderías progres con el dinero de todos.

https://t.co/0XKvt4hNYv",interior
731,"??️ Separatistas, ‘comunes’ y PSC rechazan garantizar la neutralidad ideológica de las universidades catalanas

@ManuelAcosta69: ""Este voto en contra es una muestra más del pensamiento único que acalla la capacidad crítica de las personas"".

#SoloquedaVOX
https://t.co/23yAKD3jII",educacio
732,"Aragonés visita una mezquita ilegal en Manresa.

El separatismo busca imponer las mismas sociedades multiculturales que ya han fracasado en toda Europa.

En @vox_es defendemos nuestras raíces cristianas y nuestra identidad. 

Esa mezquita debe ser clausurada. https://t.co/lWZiRjSaNA",igualtat i feminismes
733,"?? @Jorgebuxade ""No debe concederse el asilo a nadie que pueda constituir una amenaza a la seguridad nacional o al orden público. Nuestro primer deber moral es proteger la convivencia en nuestros barrios y los derechos de los españoles"". https://t.co/gjXTpm18q0",immigracio
734,"Sant Quirze de Besora vol municipalitzar la gestió de l’agua aprofitant que d’aquí tres anys acaba la concessió de la central hidroelèctrica. A Catalunya hi ha 334 hidroelèctriques, totes gestionades per empreses privades
https://t.co/XQ6Q0iqHkX",interior
735,"Lo que estamos viendo estos días en el Mar Menor es un ecocidio. 

El colapso de un ecosistema único por los vertidos de la agroindustria y la presión urbanística. 

Ante este desastre en @PODEMOS actuamos. Por eso llevaremos al Congreso la creación del #MarMenorParqueRegional",accio climatica alimentacio i agenda rural
736,"?? @isaserras: ""Lo que tenemos que exigir es que se pongan en marcha los recursos necesarios, que se de ejemplo por parte de nuestro país acogiendo, que se tome una posición propia europea a favor de la paz, a favor del diálogo y de los derechos en Afganistán"". https://t.co/ElSyqimD6f",accio exterior i govern obert
738,"✊ Ni a #Perpinyà ni enlloc: fora feixistes dels Països Catalans

?? Dissabte 3 de juliol
⏰ 12h
?? Plaça Catalunya de Perpinyà 
?? Manifestació en contra del congrés nacional de Rassemblement National https://t.co/4XRW9RNF46",drets socials
739,"Hoy se ha votado en el Parlamento Catalán una moción que refleja a la perfección por qué VOX lidera la oposición al separatismo mientras que otros se han entregado a ese socialismo y regionalismo que nos trajeron hasta aquí.

?? ¿Recuerdan cuando pedimos el cierre de TV3 en TV3? https://t.co/fOw9Ysz61T",autopromocio
740,"Un cas únic en la museologia @LluisPuigGordi @angelsponsa @LauraBorras @JuntsXCat @elpuntavui 
https://t.co/MVHj4348aQ",cultura
741,"Vull agrair la predisposició del @FCBarcelona_cat a col·laborar en aquesta iniciativa. Ens ajuda a conscienciar la ciutadania i suposa un pas endavant, encara més, de vacunació massiva. Vacunar-se és important, ens protegeix a nosaltres i a tot el nostre entorn. https://t.co/tk3MY5x9Ux",salut
742,Per sempre més el #17A estarà lligat al record de les víctimes. https://t.co/INRVUnRKvd,justicia
743,"@mhp_LauraBorras @QuimTorraiPla @UCE_CAT @LauraBorras Sé que les Illes s'han fet presents a la conferència. Quin homenot i quina donota! Idees clares de qui sap d'on venim, qui som i cap a on ens cal anar! No hi ha marxa enrere per als qui mantenen la lluita incansable per la llibertat! Visca la Terra!",drets socials
744,"?? @santirodriguez, secretari general del @PPCatalunya:

""Crec que la comissió bilateral és intranscendent i pretén fer una escenificació. Pretén fer veure què hi ha una relació de tu a tu amb el govern d'Espanya [@desdelamoncloa]"" https://t.co/0JxjwIMvjS",interior
745,"Aquest matí m'he reunit amb la rectora i els rectors de les universitats catalanes. 

Hem parlat del paper que ha de tenir el sistema universitari en el fons Next Generation i de la necessitat de més finançament i autonomia per a les universitats. https://t.co/NMvsoWQ4Io",educacio
746,"Las mujeres afganas llevan décadas viendo sus derechos fundamentales vulnerados, una violación de Derechos Humanos que ahora se ve duramente agravada. Ninguna intervención militar ha servido para evitarlo, como explica @olgarodriguez
https://t.co/uVTWYLxXix",igualtat i feminismes
748,"Parabéns ás galegas e galegos no #DíaDeGalicia. En un año #Xacobeo que es, sin duda, el de la esperanza y la revitalización.

Juntos y juntas lideramos el camino de la recuperación para volver a llenar a nuestras regiones del progreso y bienestar social que merecen. 
#25deXullo https://t.co/UuyHw64QCP",interior
749,"Notícies que a vegades passen massa desapercebudes, però que marquen el camí de la innovació: un país inclusiu i divers, on es respecten els drets bàsics de tothom per a una vida digna per a totes.
Bona feina @MarcSerraSole i @bcn_ajuntament 
Racisme mai més. https://t.co/UOOhPKUQgh",drets socials
750,"Creemos en la España rural frente a la despoblación que sufre el 42% de nuestros municipios.

Hoy en Toledo apoyamos la agricultura y ganadería frente a los ataques del Gobierno, el ecoturismo, la caza, la digitalización y teletrabajo en el mundo rural.

Tenemos una alternativa???? https://t.co/ICSnZbWbVj",accio climatica alimentacio i agenda rural
754,"Més que merescuda primera posició @FCBfemeni. 
26 partits de lliga, 26 victòries.
Un equip que passarà a la història del futbol.
Felicitats campiones! ???? https://t.co/Ov70mavS6q",cultura
755,"✨Davant els esdeveniments massius comercials, el teixit social i popular proposa una cultura arrelada al territori i feta des de la base.

Sense finalitats comercials i oberta a tothom✊

#ÉsFestaMajor https://t.co/gHeQPZtTIo",cultura
756,"Moltes felicitats campions, @rcdespanyol.
La força d’un sentiment torna a PRIMERA! ???? https://t.co/ALzoXlLBie",cultura
757,"L'Agència de Protecció de Dades obre investigació al Mossos arran de la denúncia que vam presentar @cupnacional  per gravar manifestacions sense autorització.

Cal aturar el seguiment i monitorització de la dissidència! 

https://t.co/n8NRgtPX8Q",drets socials
758,"¿Qué propone @pablocasado_ para frenar la immigracion ilegal?

????‍♀️ Medios materiales y humanos para las FCSE
?? Colaboración con los países de origen 
???? Colaboración con las instituciones europeas
?? Medios sociales y sanitarios
???? Solidaridad entre las CC.AA. https://t.co/5mX8QfJS58",immigracio
759,"Hot as it is, this year will probably be one of the 21st century's coolest. The extremes of floods and fires are not going away—and urgent action is needed. Our cover this week https://t.co/dFbdmfYm0H https://t.co/FuCMBZK5Gy",accio climatica alimentacio i agenda rural
760,"El #CMin aprueba el límite de gasto no financiero para 2022.

✅Un paso clave para la elaboración de los #PGE2022, llamados a consolidar el crecimiento económico y la transformación de España en un país más productivo y moderno, más justo socialmente, más feminista y ecologista. https://t.co/74Tc0mMF1i",economia i hisenda
761,"Si Ada Colau fuera concejal del PP en la Cataluña interior no habría kleenex suficientes en el planeta para tanta lágrima....
Orgulloso de mis compañeros de partido. Orgulloso de su valentía y firmeza. Más que nunca.",autopromocio
762,"?? El 61,8% dels avortaments als Països Catalans es deriven a la sanitat privada

??11 anys després de l’aprovació de la llei de l’avortament, les institucions no han estat capaces d’integrar la Interrupció Voluntària de l’Embaràs entre els serveis dels centres sanitaris públics https://t.co/6ZKrEqg0zb",salut
763,"Els #JocsdHivern són el projecte internacional més important que projectarà Catalunya al món en la propera dècada. 

Una oportunitat única per connectar el nostre país al món a partir d’un binomi guanyador: #Pirineus &amp; #Barcelona! @Olympics https://t.co/pEjcqJSwVM",cultura
765,"Hoy se cumplen cuatro años de los atentados en Barcelona y Cambrils ????.

El fundamentalismo islámico es un problema para nuestra tierra. 
Necesitamos reconquistar nuestra libertad, identidad y seguridad.

#17agosto",accio exterior i govern obert
767,"Si Sánchez cambia el sistema MIR para pagar a los secesionistas, lo recuperaremos en cuanto lleguemos al Gobierno.

Tiene el récord mundial de contagios de sanitarios por Covid y no puede jugar con su carrera profesional, ni con la salud de los españoles por un puñado de escaños.",empresa i treball
768,"????✍️ @erc_sbd hem registrat moció urgent a Junta de Portaveus perquè #Sabadell se sumi a l'oferiment d'altres ciutats catalanes per acollir refugiats de l'Afganistan. El 2015 (Síria) ho vam liderar com a ciutat; ara cal fer-ho de nou sense dilacions. Som-hi.

?? #GovernRepublicà https://t.co/dAQCRuIAOG",immigracio
